,UserId,SnackId,Prediction
9083,A34BRSDS9MJXTZ,B00020HHRW,2.8374724
9077,A34BRSDS9MJXTZ,B00020HHAO,2.8210974
9111,A34E1744VPQCNU,B00020HHK4,5.117135
9112,A34E1744VPQCNU,B00020HHM2,5.103852
9094,A34E1744VPQCNU,B000084E6V,4.380222
9090,A34E1744VPQCNU,B00004RAMY,4.244225
9104,A34E1744VPQCNU,B00014JYNO,3.844947
9092,A34E1744VPQCNU,B00004RYGX,3.75408
9095,A34E1744VPQCNU,B000084ETV,3.7019746
9088,A34E1744VPQCNU,B00004CI84,3.6485147
9099,A34E1744VPQCNU,B0000DGG1U,3.6189072
9106,A34E1744VPQCNU,B0001ES9FI,3.3771713
9098,A34E1744VPQCNU,B00008JOL0,3.3756194
9105,A34E1744VPQCNU,B0001ES9F8,3.2480676
9115,A34E1744VPQCNU,B00027CL5S,3.1288047
9101,A34E1744VPQCNU,B00012182G,3.0571754
9093,A34E1744VPQCNU,B000084DWM,3.0571742
9089,A34E1744VPQCNU,B00004CXX9,2.9615393
9097,A34E1744VPQCNU,B00008CQVA,2.9430575
9100,A34E1744VPQCNU,B0000V8IOE,2.9295945
9096,A34E1744VPQCNU,B000084EZ4,2.9015193
9087,A34E1744VPQCNU,7310172101,2.5144901
9091,A34E1744VPQCNU,B00004RBDU,2.3843837
9114,A34E1744VPQCNU,B000255OIG,2.2611778
9086,A34E1744VPQCNU,7310172001,2.1660874
9133,A34NBH479RB0E,B00014IVPQ,4.0420833
9124,A34NBH479RB0E,B000084E6V,3.7478747
9120,A34NBH479RB0E,B00004RAMY,3.6459432
9135,A34NBH479RB0E,B0001ES9F8,3.5259182
9127,A34NBH479RB0E,B00008CQVA,3.525708
9145,A34NBH479RB0E,B00027CL5S,3.498333
9126,A34NBH479RB0E,B000084EZ4,3.4877796
9119,A34NBH479RB0E,B00004CXX9,3.41435
9130,A34NBH479RB0E,B0000V8IOE,3.316231
9131,A34NBH479RB0E,B00012182G,3.3046486
9128,A34NBH479RB0E,B00008JOL0,3.2422812
9129,A34NBH479RB0E,B0000DGG1U,3.2257721
9134,A34NBH479RB0E,B00014JYNO,3.2236736
9144,A34NBH479RB0E,B000255OIG,3.1235585
9136,A34NBH479RB0E,B0001ES9FI,3.1179626
9142,A34NBH479RB0E,B00020HHM2,3.1149137
9138,A34NBH479RB0E,B00020HHE0,3.0996263
9116,A34NBH479RB0E,7310172001,3.0965447
9141,A34NBH479RB0E,B00020HHK4,3.0860877
9132,A34NBH479RB0E,B00014DXCC,3.0818965
9143,A34NBH479RB0E,B00020HHRW,3.0676575
9137,A34NBH479RB0E,B00020HHAO,3.04653
9123,A34NBH479RB0E,B000084DWM,2.9960918
9139,A34NBH479RB0E,B00020HHGS,2.9893782
9125,A34NBH479RB0E,B000084ETV,2.9663327
9140,A34NBH479RB0E,B00020HHHC,2.9505088
9117,A34NBH479RB0E,7310172101,2.9366074
9121,A34NBH479RB0E,B00004RBDU,2.3508916
9150,A34PRWLV61Y355,B00004RAMY,4.250727
9154,A34PRWLV61Y355,B000084E6V,4.0278864
9163,A34PRWLV61Y355,B00014IVPQ,3.9475539
9169,A34PRWLV61Y355,B00020HHGS,3.9022744
9155,A34PRWLV61Y355,B000084ETV,3.8332484
9170,A34PRWLV61Y355,B00020HHHC,3.7728052
9159,A34PRWLV61Y355,B0000DGG1U,3.673314
9164,A34PRWLV61Y355,B00014JYNO,3.6459613
9158,A34PRWLV61Y355,B00008JOL0,3.4030092
9152,A34PRWLV61Y355,B00004RYGX,3.302298
9148,A34PRWLV61Y355,B00004CI84,3.214394
9160,A34PRWLV61Y355,B0000V8IOE,3.0724835
9166,A34PRWLV61Y355,B0001ES9FI,3.029457
9157,A34PRWLV61Y355,B00008CQVA,3.0112169
9175,A34PRWLV61Y355,B00027CL5S,3.0080073
9165,A34PRWLV61Y355,B0001ES9F8,2.9900155
9156,A34PRWLV61Y355,B000084EZ4,2.9544327
9153,A34PRWLV61Y355,B000084DWM,2.8062146
9161,A34PRWLV61Y355,B00012182G,2.7936597
9149,A34PRWLV61Y355,B00004CXX9,2.6913333
9151,A34PRWLV61Y355,B00004RBDU,2.6205192
9147,A34PRWLV61Y355,7310172101,2.5978732
9174,A34PRWLV61Y355,B000255OIG,2.580936
9146,A34PRWLV61Y355,7310172001,2.5075004
9197,A34UV2FFXJPS3T,B0001ES9FI,3.8004832
9190,A34UV2FFXJPS3T,B0000DGG1U,3.7868218
9189,A34UV2FFXJPS3T,B00008JOL0,3.7637634
9182,A34UV2FFXJPS3T,B00004RYGX,3.723473
9178,A34UV2FFXJPS3T,B00004CI84,3.628257
9195,A34UV2FFXJPS3T,B00014JYNO,3.6249576
9183,A34UV2FFXJPS3T,B000084DWM,3.5852146
9184,A34UV2FFXJPS3T,B000084E6V,3.4886305
9191,A34UV2FFXJPS3T,B0000V8IOE,3.4089274
9180,A34UV2FFXJPS3T,B00004RAMY,3.2860498
9194,A34UV2FFXJPS3T,B00014IVPQ,3.2856634
9205,A34UV2FFXJPS3T,B000255OIG,3.2411482
9176,A34UV2FFXJPS3T,7310172001,3.201837
9192,A34UV2FFXJPS3T,B00012182G,3.138518
9179,A34UV2FFXJPS3T,B00004CXX9,3.1170778
9177,A34UV2FFXJPS3T,7310172101,3.09977
9206,A34UV2FFXJPS3T,B00027CL5S,3.0421958
9202,A34UV2FFXJPS3T,B00020HHK4,2.9707313
9193,A34UV2FFXJPS3T,B00014DXCC,2.960686
9203,A34UV2FFXJPS3T,B00020HHM2,2.9551175
9199,A34UV2FFXJPS3T,B00020HHE0,2.9459004
9204,A34UV2FFXJPS3T,B00020HHRW,2.9266376
9198,A34UV2FFXJPS3T,B00020HHAO,2.9185388
9201,A34UV2FFXJPS3T,B00020HHHC,2.8975239
9200,A34UV2FFXJPS3T,B00020HHGS,2.8881836
9181,A34UV2FFXJPS3T,B00004RBDU,2.6642883
9196,A34UV2FFXJPS3T,B0001ES9F8,2.5325282
9185,A34UV2FFXJPS3T,B000084ETV,2.5136864
9224,A35QCK3X0S0QQW,B00014IVPQ,3.7012515
9211,A35QCK3X0S0QQW,B00004RAMY,3.6799984
9215,A35QCK3X0S0QQW,B000084E6V,3.5221174
9225,A35QCK3X0S0QQW,B00014JYNO,3.4910047
9230,A35QCK3X0S0QQW,B00020HHGS,3.3598933
9226,A35QCK3X0S0QQW,B0001ES9F8,3.3467772
9213,A35QCK3X0S0QQW,B00004RYGX,3.3011374
9231,A35QCK3X0S0QQW,B00020HHHC,3.2876406
9219,A35QCK3X0S0QQW,B00008JOL0,3.2842507
9220,A35QCK3X0S0QQW,B0000DGG1U,3.2821465
9227,A35QCK3X0S0QQW,B0001ES9FI,3.2691875
9209,A35QCK3X0S0QQW,B00004CI84,3.2573001
9216,A35QCK3X0S0QQW,B000084ETV,3.250496
9236,A35QCK3X0S0QQW,B00027CL5S,3.2419086
9214,A35QCK3X0S0QQW,B000084DWM,3.084982
9222,A35QCK3X0S0QQW,B00012182G,3.0509033
9218,A35QCK3X0S0QQW,B00008CQVA,3.0461636
9221,A35QCK3X0S0QQW,B0000V8IOE,3.0330436
9217,A35QCK3X0S0QQW,B000084EZ4,3.0143263
9235,A35QCK3X0S0QQW,B000255OIG,2.9585872
9207,A35QCK3X0S0QQW,7310172001,2.9150834
9212,A35QCK3X0S0QQW,B00004RBDU,2.9042106
9210,A35QCK3X0S0QQW,B00004CXX9,2.898386
9208,A35QCK3X0S0QQW,7310172101,2.792563
9254,A35ZK3M8L9JUPX,B00014IVPQ,4.0226016
9241,A35ZK3M8L9JUPX,B00004RAMY,3.6613517
9245,A35ZK3M8L9JUPX,B000084E6V,3.6278584
9248,A35ZK3M8L9JUPX,B00008CQVA,3.5357735
9247,A35ZK3M8L9JUPX,B000084EZ4,3.4942083
9256,A35ZK3M8L9JUPX,B0001ES9F8,3.484991
9240,A35ZK3M8L9JUPX,B00004CXX9,3.3820267
9250,A35ZK3M8L9JUPX,B0000DGG1U,3.3159966
9252,A35ZK3M8L9JUPX,B00012182G,3.3057282
9266,A35ZK3M8L9JUPX,B00027CL5S,3.2605228
9251,A35ZK3M8L9JUPX,B0000V8IOE,3.228251
9249,A35ZK3M8L9JUPX,B00008JOL0,3.212712
9263,A35ZK3M8L9JUPX,B00020HHM2,3.1370194
9255,A35ZK3M8L9JUPX,B00014JYNO,3.13248
9246,A35ZK3M8L9JUPX,B000084ETV,3.1317413
9259,A35ZK3M8L9JUPX,B00020HHE0,3.122409
9262,A35ZK3M8L9JUPX,B00020HHK4,3.109801
9253,A35ZK3M8L9JUPX,B00014DXCC,3.102974
9264,A35ZK3M8L9JUPX,B00020HHRW,3.091608
9258,A35ZK3M8L9JUPX,B00020HHAO,3.0750103
9260,A35ZK3M8L9JUPX,B00020HHGS,2.9790828
9265,A35ZK3M8L9JUPX,B000255OIG,2.9584904
9261,A35ZK3M8L9JUPX,B00020HHHC,2.937592
9237,A35ZK3M8L9JUPX,7310172001,2.91465
9244,A35ZK3M8L9JUPX,B000084DWM,2.9125803
9257,A35ZK3M8L9JUPX,B0001ES9FI,2.8813205
9238,A35ZK3M8L9JUPX,7310172101,2.861074
9242,A35ZK3M8L9JUPX,B00004RBDU,2.424181
9271,A360DPC534SN3C,B00004RAMY,4.2195463
9275,A360DPC534SN3C,B000084E6V,4.034476
9290,A360DPC534SN3C,B00020HHGS,3.944029
9284,A360DPC534SN3C,B00014IVPQ,3.9363878
9291,A360DPC534SN3C,B00020HHHC,3.8085988
9276,A360DPC534SN3C,B000084ETV,3.7537835
9280,A360DPC534SN3C,B0000DGG1U,3.6731753
9285,A360DPC534SN3C,B00014JYNO,3.5737073
9279,A360DPC534SN3C,B00008JOL0,3.3677657
9273,A360DPC534SN3C,B00004RYGX,3.269322
9269,A360DPC534SN3C,B00004CI84,3.185084
9287,A360DPC534SN3C,B0001ES9FI,3.1204288
9286,A360DPC534SN3C,B0001ES9F8,3.0934317
9281,A360DPC534SN3C,B0000V8IOE,3.0633147
9296,A360DPC534SN3C,B00027CL5S,3.0048718
9278,A360DPC534SN3C,B00008CQVA,2.9677944
9277,A360DPC534SN3C,B000084EZ4,2.908639
9274,A360DPC534SN3C,B000084DWM,2.8009477
9282,A360DPC534SN3C,B00012182G,2.7765288
9270,A360DPC534SN3C,B00004CXX9,2.7232375
9272,A360DPC534SN3C,B00004RBDU,2.6186388
9268,A360DPC534SN3C,7310172101,2.600566
9295,A360DPC534SN3C,B000255OIG,2.565059
9267,A360DPC534SN3C,7310172001,2.4862642
9318,A36JDIN9RAAIEC,B0001ES9FI,4.0519986
9326,A36JDIN9RAAIEC,B000255OIG,3.9673448
9297,A36JDIN9RAAIEC,7310172001,3.9628732
9317,A36JDIN9RAAIEC,B0001ES9F8,3.774211
9302,A36JDIN9RAAIEC,B00004RBDU,3.7064044
9308,A36JDIN9RAAIEC,B000084EZ4,3.6966293
9309,A36JDIN9RAAIEC,B00008CQVA,3.689715
9315,A36JDIN9RAAIEC,B00014IVPQ,3.6241348
9316,A36JDIN9RAAIEC,B00014JYNO,3.5780094
9327,A36JDIN9RAAIEC,B00027CL5S,3.5363984
9306,A36JDIN9RAAIEC,B000084E6V,3.4736786
9312,A36JDIN9RAAIEC,B0000V8IOE,3.451189
9313,A36JDIN9RAAIEC,B00012182G,3.3947597
9298,A36JDIN9RAAIEC,7310172101,3.300183
9310,A36JDIN9RAAIEC,B00008JOL0,3.2993183
9301,A36JDIN9RAAIEC,B00004RAMY,3.2671041
9303,A36JDIN9RAAIEC,B00004RYGX,3.1493587
9311,A36JDIN9RAAIEC,B0000DGG1U,3.1386814
9299,A36JDIN9RAAIEC,B00004CI84,3.0546503
9321,A36JDIN9RAAIEC,B00020HHGS,2.992639
9320,A36JDIN9RAAIEC,B00020HHE0,2.9558768
9314,A36JDIN9RAAIEC,B00014DXCC,2.947752
9322,A36JDIN9RAAIEC,B00020HHHC,2.942665
9323,A36JDIN9RAAIEC,B00020HHK4,2.933364
9325,A36JDIN9RAAIEC,B00020HHRW,2.9131613
9324,A36JDIN9RAAIEC,B00020HHM2,2.9077163
9300,A36JDIN9RAAIEC,B00004CXX9,2.901186
9319,A36JDIN9RAAIEC,B00020HHAO,2.86644
9307,A36JDIN9RAAIEC,B000084ETV,2.6364908
9332,A36VNMYPXBSTQ3,B00004RAMY,4.1861253
9336,A36VNMYPXBSTQ3,B000084E6V,4.047561
9345,A36VNMYPXBSTQ3,B00014IVPQ,3.9387505
9351,A36VNMYPXBSTQ3,B00020HHGS,3.8993967
9352,A36VNMYPXBSTQ3,B00020HHHC,3.7653947
9337,A36VNMYPXBSTQ3,B000084ETV,3.7575853
9341,A36VNMYPXBSTQ3,B0000DGG1U,3.7083514
9346,A36VNMYPXBSTQ3,B00014JYNO,3.5768428
9340,A36VNMYPXBSTQ3,B00008JOL0,3.3744195
9334,A36VNMYPXBSTQ3,B00004RYGX,3.3238695
9330,A36VNMYPXBSTQ3,B00004CI84,3.2369366
9347,A36VNMYPXBSTQ3,B0001ES9F8,3.0725436
9348,A36VNMYPXBSTQ3,B0001ES9FI,3.0393465
9342,A36VNMYPXBSTQ3,B0000V8IOE,3.0349905
9357,A36VNMYPXBSTQ3,B00027CL5S,2.9472766
9339,A36VNMYPXBSTQ3,B00008CQVA,2.9167328
9338,A36VNMYPXBSTQ3,B000084EZ4,2.8492332
9335,A36VNMYPXBSTQ3,B000084DWM,2.8261108
9343,A36VNMYPXBSTQ3,B00012182G,2.7549665
9331,A36VNMYPXBSTQ3,B00004CXX9,2.713842
9329,A36VNMYPXBSTQ3,7310172101,2.5919087
9356,A36VNMYPXBSTQ3,B000255OIG,2.5764818
9333,A36VNMYPXBSTQ3,B00004RBDU,2.5734155
9328,A36VNMYPXBSTQ3,7310172001,2.4946947
9362,A36VWAW5CGT0QC,B00004RAMY,3.3606384
9377,A36VWAW5CGT0QC,B0001ES9F8,3.3354664
9370,A36VWAW5CGT0QC,B00008JOL0,3.3173952
9375,A36VWAW5CGT0QC,B00014IVPQ,3.3066425
9376,A36VWAW5CGT0QC,B00014JYNO,3.2988012
9387,A36VWAW5CGT0QC,B00027CL5S,3.2721553
9371,A36VWAW5CGT0QC,B0000DGG1U,3.1809444
9378,A36VWAW5CGT0QC,B0001ES9FI,3.1690722
9372,A36VWAW5CGT0QC,B0000V8IOE,3.16193
9364,A36VWAW5CGT0QC,B00004RYGX,3.1466908
9369,A36VWAW5CGT0QC,B00008CQVA,3.1297302
9373,A36VWAW5CGT0QC,B00012182G,3.1289976
9360,A36VWAW5CGT0QC,B00004CI84,3.1199102
9368,A36VWAW5CGT0QC,B000084EZ4,3.1070998
9366,A36VWAW5CGT0QC,B000084E6V,3.1030138
9367,A36VWAW5CGT0QC,B000084ETV,3.0925622
9363,A36VWAW5CGT0QC,B00004RBDU,3.0494103
9380,A36VWAW5CGT0QC,B00020HHE0,2.9951115
9384,A36VWAW5CGT0QC,B00020HHM2,2.9903564
9374,A36VWAW5CGT0QC,B00014DXCC,2.9901779
9383,A36VWAW5CGT0QC,B00020HHK4,2.9848762
9385,A36VWAW5CGT0QC,B00020HHRW,2.9682662
9379,A36VWAW5CGT0QC,B00020HHAO,2.9522865
9365,A36VWAW5CGT0QC,B000084DWM,2.937165
9381,A36VWAW5CGT0QC,B00020HHGS,2.876517
9361,A36VWAW5CGT0QC,B00004CXX9,2.8630853
9382,A36VWAW5CGT0QC,B00020HHHC,2.8608549
9359,A36VWAW5CGT0QC,7310172101,2.8066595
9405,A36Y3IVPW2U16,B00014IVPQ,3.9076138
9392,A36Y3IVPW2U16,B00004RAMY,3.7749712
9396,A36Y3IVPW2U16,B000084E6V,3.5821433
9403,A36Y3IVPW2U16,B00012182G,3.5625381
9399,A36Y3IVPW2U16,B00008CQVA,3.5044193
9407,A36Y3IVPW2U16,B0001ES9F8,3.453365
9398,A36Y3IVPW2U16,B000084EZ4,3.44101
9391,A36Y3IVPW2U16,B00004CXX9,3.3378448
9401,A36Y3IVPW2U16,B0000DGG1U,3.2907853
9406,A36Y3IVPW2U16,B00014JYNO,3.2852921
9400,A36Y3IVPW2U16,B00008JOL0,3.2233615
9402,A36Y3IVPW2U16,B0000V8IOE,3.1990485
9397,A36Y3IVPW2U16,B000084ETV,3.1739142
9417,A36Y3IVPW2U16,B00027CL5S,3.1272497
9414,A36Y3IVPW2U16,B00020HHM2,3.0982606
9410,A36Y3IVPW2U16,B00020HHE0,3.0876436
9395,A36Y3IVPW2U16,B000084DWM,3.0820968
9413,A36Y3IVPW2U16,B00020HHK4,3.070444
9404,A36Y3IVPW2U16,B00014DXCC,3.0696526
9415,A36Y3IVPW2U16,B00020HHRW,3.0536232
9416,A36Y3IVPW2U16,B000255OIG,3.0419807
9409,A36Y3IVPW2U16,B00020HHAO,3.0349607
9388,A36Y3IVPW2U16,7310172001,3.0247188
9411,A36Y3IVPW2U16,B00020HHGS,2.9808729
9412,A36Y3IVPW2U16,B00020HHHC,2.9306185
9389,A36Y3IVPW2U16,7310172101,2.9016304
9408,A36Y3IVPW2U16,B0001ES9FI,2.892355
9393,A36Y3IVPW2U16,B00004RBDU,2.4434688
9435,A370Z6I5GBWU44,B00014IVPQ,3.880611
9422,A370Z6I5GBWU44,B00004RAMY,3.8565068
9429,A370Z6I5GBWU44,B00008CQVA,3.5889835
9426,A370Z6I5GBWU44,B000084E6V,3.5408447
9428,A370Z6I5GBWU44,B000084EZ4,3.5307794
9433,A370Z6I5GBWU44,B00012182G,3.510271
9437,A370Z6I5GBWU44,B0001ES9F8,3.3716857
9421,A370Z6I5GBWU44,B00004CXX9,3.3581817
9431,A370Z6I5GBWU44,B0000DGG1U,3.3539777
9436,A370Z6I5GBWU44,B00014JYNO,3.3538005
9432,A370Z6I5GBWU44,B0000V8IOE,3.3011546
9427,A370Z6I5GBWU44,B000084ETV,3.2527876
9430,A370Z6I5GBWU44,B00008JOL0,3.2056146
9444,A370Z6I5GBWU44,B00020HHM2,3.1484306
9440,A370Z6I5GBWU44,B00020HHE0,3.1398737
9443,A370Z6I5GBWU44,B00020HHK4,3.1205225
9434,A370Z6I5GBWU44,B00014DXCC,3.118969
9445,A370Z6I5GBWU44,B00020HHRW,3.1021547
9446,A370Z6I5GBWU44,B000255OIG,3.0897403
9439,A370Z6I5GBWU44,B00020HHAO,3.0891397
9418,A370Z6I5GBWU44,7310172001,3.0700274
9425,A370Z6I5GBWU44,B000084DWM,3.0481668
9447,A370Z6I5GBWU44,B00027CL5S,3.0263753
9441,A370Z6I5GBWU44,B00020HHGS,2.996579
9442,A370Z6I5GBWU44,B00020HHHC,2.951216
9419,A370Z6I5GBWU44,7310172101,2.9254327
9438,A370Z6I5GBWU44,B0001ES9FI,2.846501
9423,A370Z6I5GBWU44,B00004RBDU,2.445336
9449,A371B3Z09W4GT5,7310172101,3.937678
9467,A371B3Z09W4GT5,B0001ES9F8,3.8819604
9462,A371B3Z09W4GT5,B0000V8IOE,3.881956
9456,A371B3Z09W4GT5,B000084E6V,3.8166611
9455,A371B3Z09W4GT5,B000084DWM,3.781023
9452,A371B3Z09W4GT5,B00004RAMY,3.572468
9453,A371B3Z09W4GT5,B00004RBDU,3.564017
9477,A371B3Z09W4GT5,B00027CL5S,3.5189607
9468,A371B3Z09W4GT5,B0001ES9FI,3.3935626
9461,A371B3Z09W4GT5,B0000DGG1U,3.3787851
9451,A371B3Z09W4GT5,B00004CXX9,3.2405975
9457,A371B3Z09W4GT5,B000084ETV,3.2103572
9458,A371B3Z09W4GT5,B000084EZ4,3.1737182
9459,A371B3Z09W4GT5,B00008CQVA,3.1609855
9466,A371B3Z09W4GT5,B00014JYNO,3.0927153
9450,A371B3Z09W4GT5,B00004CI84,3.073416
9454,A371B3Z09W4GT5,B00004RYGX,3.0670562
9460,A371B3Z09W4GT5,B00008JOL0,2.8422544
9465,A371B3Z09W4GT5,B00014IVPQ,2.7812617
9472,A371B3Z09W4GT5,B00020HHHC,2.77271
9471,A371B3Z09W4GT5,B00020HHGS,2.7648666
9464,A371B3Z09W4GT5,B00014DXCC,2.6340737
9474,A371B3Z09W4GT5,B00020HHM2,2.6204302
9470,A371B3Z09W4GT5,B00020HHE0,2.6187344
9473,A371B3Z09W4GT5,B00020HHK4,2.5967286
9475,A371B3Z09W4GT5,B00020HHRW,2.5825288
9469,A371B3Z09W4GT5,B00020HHAO,2.5816405
9463,A371B3Z09W4GT5,B00012182G,2.520515
9492,A371KZ5U8RQ5PL,B0000V8IOE,3.9495564
9497,A371KZ5U8RQ5PL,B0001ES9F8,3.9245763
9479,A371KZ5U8RQ5PL,7310172101,3.905559
9486,A371KZ5U8RQ5PL,B000084E6V,3.8260136
9485,A371KZ5U8RQ5PL,B000084DWM,3.7888198
9483,A371KZ5U8RQ5PL,B00004RBDU,3.703008
9482,A371KZ5U8RQ5PL,B00004RAMY,3.6534915
9507,A371KZ5U8RQ5PL,B00027CL5S,3.5366466
9487,A371KZ5U8RQ5PL,B000084ETV,3.433137
9491,A371KZ5U8RQ5PL,B0000DGG1U,3.4190564
9498,A371KZ5U8RQ5PL,B0001ES9FI,3.3173618
9488,A371KZ5U8RQ5PL,B000084EZ4,3.2340534
9489,A371KZ5U8RQ5PL,B00008CQVA,3.2260475
9481,A371KZ5U8RQ5PL,B00004CXX9,3.1658273
9496,A371KZ5U8RQ5PL,B00014JYNO,3.1567824
9480,A371KZ5U8RQ5PL,B00004CI84,2.9700174
9484,A371KZ5U8RQ5PL,B00004RYGX,2.9684324
9490,A371KZ5U8RQ5PL,B00008JOL0,2.9549866
9495,A371KZ5U8RQ5PL,B00014IVPQ,2.7955801
9502,A371KZ5U8RQ5PL,B00020HHHC,2.7926538
9501,A371KZ5U8RQ5PL,B00020HHGS,2.7855442
9494,A371KZ5U8RQ5PL,B00014DXCC,2.7026336
9504,A371KZ5U8RQ5PL,B00020HHM2,2.687801
9500,A371KZ5U8RQ5PL,B00020HHE0,2.68706
9503,A371KZ5U8RQ5PL,B00020HHK4,2.6644084
9499,A371KZ5U8RQ5PL,B00020HHAO,2.653943
9505,A371KZ5U8RQ5PL,B00020HHRW,2.6537073
9493,A371KZ5U8RQ5PL,B00012182G,2.5047925
9512,A3774UJAKO4FHI,B00004RAMY,4.2451153
9516,A3774UJAKO4FHI,B000084E6V,4.05169
9525,A3774UJAKO4FHI,B00014IVPQ,3.9334068
9531,A3774UJAKO4FHI,B00020HHGS,3.9048061
9517,A3774UJAKO4FHI,B000084ETV,3.8196504
9532,A3774UJAKO4FHI,B00020HHHC,3.7742982
9521,A3774UJAKO4FHI,B0000DGG1U,3.680452
9526,A3774UJAKO4FHI,B00014JYNO,3.5766482
9520,A3774UJAKO4FHI,B00008JOL0,3.3109
9514,A3774UJAKO4FHI,B00004RYGX,3.2972267
9510,A3774UJAKO4FHI,B00004CI84,3.202629
9528,A3774UJAKO4FHI,B0001ES9FI,3.0998793
9522,A3774UJAKO4FHI,B0000V8IOE,3.058351
9519,A3774UJAKO4FHI,B00008CQVA,3.0047245
9527,A3774UJAKO4FHI,B0001ES9F8,2.9806175
9518,A3774UJAKO4FHI,B000084EZ4,2.945507
9537,A3774UJAKO4FHI,B00027CL5S,2.8835483
9515,A3774UJAKO4FHI,B000084DWM,2.8056703
9523,A3774UJAKO4FHI,B00012182G,2.768959
9511,A3774UJAKO4FHI,B00004CXX9,2.657547
9509,A3774UJAKO4FHI,7310172101,2.574697
9536,A3774UJAKO4FHI,B000255OIG,2.516011
9508,A3774UJAKO4FHI,7310172001,2.4467258
9513,A3774UJAKO4FHI,B00004RBDU,2.4405482
9555,A37DT7YS57MJL,B00014IVPQ,3.2809086
9548,A37DT7YS57MJL,B000084EZ4,3.259288
9549,A37DT7YS57MJL,B00008CQVA,3.2584987
9551,A37DT7YS57MJL,B0000DGG1U,3.2547638
9542,A37DT7YS57MJL,B00004RAMY,3.2234774
9566,A37DT7YS57MJL,B000255OIG,3.1709945
9547,A37DT7YS57MJL,B000084ETV,3.1643932
9550,A37DT7YS57MJL,B00008JOL0,3.1478386
9567,A37DT7YS57MJL,B00027CL5S,3.1458304
9538,A37DT7YS57MJL,7310172001,3.1351707
9543,A37DT7YS57MJL,B00004RBDU,3.133105
9553,A37DT7YS57MJL,B00012182G,3.1302202
9545,A37DT7YS57MJL,B000084DWM,3.1266959
9557,A37DT7YS57MJL,B0001ES9F8,3.115565
9556,A37DT7YS57MJL,B00014JYNO,3.0971873
9560,A37DT7YS57MJL,B00020HHE0,3.093314
9554,A37DT7YS57MJL,B00014DXCC,3.0902593
9563,A37DT7YS57MJL,B00020HHK4,3.0876894
9564,A37DT7YS57MJL,B00020HHM2,3.0847118
9558,A37DT7YS57MJL,B0001ES9FI,3.083425
9546,A37DT7YS57MJL,B000084E6V,3.0822034
9565,A37DT7YS57MJL,B00020HHRW,3.0633197
9559,A37DT7YS57MJL,B00020HHAO,3.0534964
9552,A37DT7YS57MJL,B0000V8IOE,3.0053325
9561,A37DT7YS57MJL,B00020HHGS,2.906627
9539,A37DT7YS57MJL,7310172101,2.88767
9562,A37DT7YS57MJL,B00020HHHC,2.8849576
9541,A37DT7YS57MJL,B00004CXX9,2.8734183
9587,A37IG6KAHNLQAX,B0001ES9F8,3.9692512
9569,A37IG6KAHNLQAX,7310172101,3.8692875
9582,A37IG6KAHNLQAX,B0000V8IOE,3.8494537
9576,A37IG6KAHNLQAX,B000084E6V,3.801661
9575,A37IG6KAHNLQAX,B000084DWM,3.780047
9573,A37IG6KAHNLQAX,B00004RBDU,3.5238433
9572,A37IG6KAHNLQAX,B00004RAMY,3.5160358
9597,A37IG6KAHNLQAX,B00027CL5S,3.4729242
9577,A37IG6KAHNLQAX,B000084ETV,3.3930483
9581,A37IG6KAHNLQAX,B0000DGG1U,3.3681612
9588,A37IG6KAHNLQAX,B0001ES9FI,3.3044736
9578,A37IG6KAHNLQAX,B000084EZ4,3.224769
9579,A37IG6KAHNLQAX,B00008CQVA,3.2244525
9586,A37IG6KAHNLQAX,B00014JYNO,3.1869397
9571,A37IG6KAHNLQAX,B00004CXX9,3.1714962
9570,A37IG6KAHNLQAX,B00004CI84,3.1334581
9574,A37IG6KAHNLQAX,B00004RYGX,3.1294014
9585,A37IG6KAHNLQAX,B00014IVPQ,2.8538942
9580,A37IG6KAHNLQAX,B00008JOL0,2.7749505
9592,A37IG6KAHNLQAX,B00020HHHC,2.7726367
9591,A37IG6KAHNLQAX,B00020HHGS,2.7670288
9584,A37IG6KAHNLQAX,B00014DXCC,2.675478
9594,A37IG6KAHNLQAX,B00020HHM2,2.6652575
9590,A37IG6KAHNLQAX,B00020HHE0,2.6570694
9593,A37IG6KAHNLQAX,B00020HHK4,2.6398106
9589,A37IG6KAHNLQAX,B00020HHAO,2.626355
9595,A37IG6KAHNLQAX,B00020HHRW,2.6238604
9583,A37IG6KAHNLQAX,B00012182G,2.5715008
9598,A3827I7HIP1LMB,7310172001,3.6777577
9626,A3827I7HIP1LMB,B000255OIG,3.6632643
9603,A3827I7HIP1LMB,B00004RBDU,3.5230772
9617,A3827I7HIP1LMB,B0001ES9F8,3.4057875
9618,A3827I7HIP1LMB,B0001ES9FI,3.3894374
9627,A3827I7HIP1LMB,B00027CL5S,3.372726
9612,A3827I7HIP1LMB,B0000V8IOE,3.3275638
9609,A3827I7HIP1LMB,B00008CQVA,3.309806
9608,A3827I7HIP1LMB,B000084EZ4,3.3097284
9613,A3827I7HIP1LMB,B00012182G,3.2309873
9605,A3827I7HIP1LMB,B000084DWM,3.224992
9610,A3827I7HIP1LMB,B00008JOL0,3.202756
9599,A3827I7HIP1LMB,7310172101,3.1443014
9600,A3827I7HIP1LMB,B00004CI84,3.0382235
9601,A3827I7HIP1LMB,B00004CXX9,3.03473
9604,A3827I7HIP1LMB,B00004RYGX,2.997355
